WORD,Val,Val_sd,joy,joy_sd,anger,anger_sd,sadness,sadness_sd,fear,fear_sd,disgust,disgust_sd
beutel,"0,6","0,68055705","1,2273","0,86914398","1,0909","0,4264","1,0909","0,4264","1,1364","0,4676","1,5","0,9636"
bewegung,"1,61764706","0,92161603","2,45","1,09904265","1,1","0,3078","1,1","0,4472","1,1","0,3078",1,0
beweis,"0,6","0,84327404","1,5217","0,89795552","1,4783","0,898","1,087","0,2881","1,4783","0,8458",1,0
bewerber,0,"0,95346259","1,55","0,82557795","1,3","0,6569",1,0,"1,6","0,9403","1,15","0,6708"
bibel,"0,5","1,35724179",2,"1,25656172","2,45","1,099","1,75","1,118","1,5","0,6882","1,8","1,2814"
biber,1,"0,97332853","2,95","1,39453822","1,5","0,8885","1,3","0,7327","1,5","0,6882","1,35","0,4894"
biene,"1,15","1,18210339","2,6","1,60262942","1,75","0,9665","1,45","0,9445","2,3","1,3018","1,55","0,6863"
bier,"0,7","0,9486833","1,95","1,14593102","1,95","1,2763","1,25","0,7864","1,55","0,9445","2,4","1,5355"
biest,"-1,6","0,84327404","1,8095","1,20909254","2,5238","1,0779","1,6667","0,9661","2,4762","1,3645","1,8571","1,0142"
bikini,"1,73","1,49","2,913","1,31124658","1,3043","0,7029","1,2174","0,5184","1,2174","0,6713","1,3043","0,4705"
bilanz,"-0,7058824","1,19416287","1,3043","0,558796","1,4783","0,7305","1,1739","0,491","1,4348","0,7278","1,2609","0,8643"
bild,"1,05882353","0,88561489",3,"1,4832397","1,4286","0,9783","1,4762","1,0305","1,381","0,9207","1,2381","0,8891"
bildung,"1,88235294","1,09446835","3,2","1,32188064","1,8","1,0563","1,05","0,2236","1,45","0,7592",1,0
birke,"1,2","1,28144655","2,5455","1,29935049","1,2273","0,5284","1,7727","1,0204","1,3182","0,5679","1,0909","0,2942"
birne,1,"0,97332853","2,4762","1,07791686","1,2857","0,7838","1,2857","0,7171","1,1905","0,5118","1,3333","0,7958"
bischof,"-0,8235294","1,42426139","1,3","0,80131471","1,45","0,6863","1,2","0,5231","1,15","0,4894","1,2","0,4104"
bitte,"0,65","0,933302","2,1","1,25236618","1,85","1,3089","1,35","0,8127","1,5","0,8885","1,5",1
blamage,"-1,8","0,78881064",1,0,"2,65","1,387",2,"1,1239","3,3","1,3416","1,6","0,9947"
blase,"-0,7","1,26074331","1,5","0,88852332","1,7","1,0809","1,35","0,8127","1,25","0,5501","2,65","1,1821"
blei,"-0,6176471","1,1550864","1,5909","0,95912117","1,8182","1,0065","1,8182","1,0527","2,0909","1,0193","1,5909","0,7964"
blick,"1,26470588","1,10943129","2,7","1,34164079","1,6","0,8208","1,6","0,9403","1,8","1,105","1,5","0,8885"
blitz,"0,5","0,84983659","2,65","1,59851905","1,45","0,9445","1,4","0,8826","2,7","1,1286","1,3","0,5712"
blondine,"0,6","1,57762128","1,7","1,26074331","1,95","0,9445","1,1","0,3078","1,1","0,4472","1,25","0,7164"
blume,"2,15","0,87509398","3,5714","1,4687215","1,2857","0,6437","1,619","0,8646","1,2381","0,539","1,0952","0,3008"
bluse,"0,68","1,46","2,3","1,21828179","1,55","1,1459","1,3","0,7327","1,15","0,4894","1,35","0,9881"
blut,"-0,8823529","1,27361823","1,381","0,66904338","1,5714","0,9783","1,9048","1,1792",3,"1,3416","2,8095","1,3645"
blÃ¼te,"2,32","0,84","3,9","1,11921025","1,3","0,8013","1,6","0,9947","1,2","0,4104","1,2","0,6959"
bluttat,"-2,8","0,42163702","1,2","0,89442719","3,6","1,3917","2,9","1,3338","3,2","1,6733","2,3","1,5252"
boden,"0,05","0,88704121","2,2727","1,00848672","1,1818","0,4647","1,1818","0,5276","1,2424","0,5607","1,2424","0,6629"
bogen,"0,8","0,83350875","2,0455","1,29015587","1,3636","0,5811","1,1818","0,3948","1,6364","0,9021","1,1364","0,4676"
bohne,"0,65","0,933302","1,65","0,87509398","1,4","0,9947","1,3","0,8013","1,2","0,6959","1,75","1,2513"
bohrer,"-0,15","1,22581874","1,2727","0,6310851","1,5909","1,0538","1,1364","0,4676","2,0455","1,2527","1,4545","0,8004"
bombe,"-2,5","0,60697698","1,45","0,82557795","3,25","1,5517","3,2","1,1965","3,65","1,4244","2,2","1,5079"
bomber,"-2,25","0,85069631","1,381","1,20317042","3,1905","1,3645","2,1905","1,4703","3,1905","1,3645","1,6667","1,1972"
bonbon,"1,7","0,7326951","3,619","1,24403338","1,0952","0,4364","1,0476","0,2182","1,1429","0,4781","1,1905","0,5118"
boot,"1,05","1,43","2,7619","1,2208506","1,2381","0,7684","1,2857","0,7838",2,"1,0954","1,1429","0,3586"
bÃ¶rse,"-0,6470588","1,2999383","1,619","1,02353263","2,8095","1,2498","1,7143","1,1019","2,0476","1,3956","1,6667","1,1106"
borste,"-0,35","1,03998988","1,375","0,76966961","1,25","0,6079","1,0833","0,4082","1,2083","0,5882","2,2083","1,3181"
brause,"0,8","1,05630936","2,4348","1,23678788","1,0435","0,2085",1,0,1,0,"1,2174","0,4217"
braut,1,"1,49071198","3,45","1,60509059","1,25","0,7164","1,65","0,9881","1,8","1,105","1,25","0,7164"
brezel,"1,64",1,"2,5238","1,56904581","1,0952","0,3008",1,0,1,0,"1,2857","0,7171"
brief,"1,5","0,89611958","3,05","1,23437604","1,65","0,8751","1,55","0,9445","1,85","0,9881","1,25","0,5501"
brigade,"-1,2647059","1,26272489","1,05","0,2236068","1,5","0,8272","1,2","0,6959","1,35","0,9333",1,0
brille,"-0,65","0,98808693","1,2381","0,43643578","1,7143","1,1892",1,0,"1,0952","0,3008","1,2857","0,9562"
bronze,"0,7","0,86450473","2,3043","1,3292097","1,3043","0,5588","1,1304","0,4577","1,087","0,417","1,1739","0,491"
brot,"0,91","1,41","2,95","1,53811231","1,05","0,2236","1,15","0,6708","1,1","0,3078","1,35","0,6708"
brÃ¼cke,"0,82","1,14","1,7391","1,09616651","1,1304","0,4577","1,3043","0,7029","1,6087","0,8913","1,087","0,417"
bruder,"1,67647059","1,27256811",3,"1,38013112","1,4545","0,8004","1,1818","0,5011","1,2273","0,5284","1,0909","0,4264"
brunnen,"0,55","1,34","2,4","1,3533584",1,0,"1,1","0,4472","1,35","0,6708","1,05","0,2236"
brust,"1,26470588","1,21378006","2,8","1,39924792","1,35","0,8127","1,25","0,7164","1,35","0,6708","1,5","1,1002"
buch,"1,91176471","0,9331487","3,8636","1,08212553","1,5455","0,9625","1,3182","0,7162","1,4091","0,8541","1,1818","0,5011"
buche,"1,15","1,03998988","2,45","1,23437604","1,3","0,5712","1,35","0,5871","1,3","0,6569","1,05","0,2236"
buddha,"0,82","1,74","2,5217","1,4418916","1,087","0,417","1,087","0,417","1,1304","0,4577","1,2174","0,7359"
bÃ¼hne,"1,44117647","1,10621321","2,6818","1,35879371","1,3636","0,7895","1,3182","0,5679","2,0909","1,1509","1,5","1,1852"
bulle,"-0,6","1,09544512","1,4762","1,12334534","2,381","1,322","1,2857","0,6437","2,2857","1,1019","1,6667","1,0646"
bumerang,"0,86","1,17",2,"1,21395396","1,15","0,6708",1,0,"1,05","0,2236",1,0
bÃ¼ndnis,"0,29411765","1,31493546","2,7","1,30182059","1,25","0,5501","1,1","0,4472","1,1","0,3078","1,25","0,7864"
bunker,"-1,8","1,00524938","1,2857","0,95618289","1,8095","1,4007","2,0476","1,3956","3,0476","1,431","1,9048","1,3749"
burg,"1,23","1,19","2,5238","1,32736761","1,2857","0,5606","1,3333","0,8563","1,7143","0,9562","1,1429","0,3586"
bÃ¼ro,"-0,6176471","1,34873017","1,5238","0,8135753","2,381","1,322","1,6667","1,1972",2,"1,3784","1,5238","1,1233"
bursche,"-0,5294118","1,48191715","1,3","0,97872097","1,35","0,9881","1,2","0,8944","1,1","0,4472","1,55","1,2763"
bÃ¼rste,"0,23","1,27","1,4762","0,74960307","1,2381","0,539",1,0,"1,0476","0,2182","1,7619","1,0911"
busen,"1,85","1,08942283","3,05","1,60509059","1,25","0,5501","1,1","0,3078","1,1","0,3078","1,65","1,268"
butter,"0,6","0,68055705","1,9048","1,2208506","1,0476","0,2182","1,1429","0,4781","1,0952","0,3008","1,7619","1,136"
cello,"0,95","1,5","3,15","1,42441124","1,4","0,8208","1,6","1,1425","1,3","0,8013","1,35","0,9881"
chance,"2,1","0,73786479","3,2273","1,23179382","1,1818","0,5011","1,2273","0,5284","1,5","0,8591","1,2727","0,9351"
chaos,"-0,05","1,60509059","2,45","1,73129097","2,35","1,0894","1,25","0,4443","2,1","0,9119","1,35","0,8127"
charme,"2,3","0,67494856","3,2727","1,2792043","1,2727","0,6311",1,0,"1,1364","0,3513","1,1364","0,3513"
chef,"0,2","0,91893658","1,4545","0,80043278","2,8636","1,2458","1,4091","0,7964","1,9091","1,269","1,6818","1,2105"
christus,"-0,1176471","2,04145976","2,15","1,53125336","1,2","0,5231","1,6","0,8208","1,2","0,5231","1,05","0,2236"
dachs,"0,45","1,34","2,5","1,35724179","1,4","0,7539","1,4","0,9403","1,6","0,7539","1,4","0,7539"
dackel,"0,27","1,49","2,5455","1,2238609","1,0909","0,4264",1,0,"1,0455","0,2132","1,2273","0,5284"
dame,1,"1,10096377","2,7","1,34164079","1,4","0,8208","1,3","0,8013","1,25","0,6387","1,1","0,3078"
dampfer,"0,64","1,43","1,95","1,27630222","1,05","0,2236",1,0,1,0,"1,15","0,4894"
dank,"1,82352941","0,96830337","3,75","1,37170658","1,45","0,7592","1,35","0,8127","1,3","0,7327","1,3","0,9787"
darlehen,"-0,7","0,8232726","1,2","0,52314836","1,7","1,3018","1,2","0,4104",2,"1,2566","1,15","0,3663"
darm,"-1,14","1,58","1,1905","0,67963576","1,2381","0,6249","1,3333","0,5774","1,8095","0,9808","3,1429","1,1084"
dasein,"1,5","1,18705135","2,6818","1,55491123","1,3182","0,7162","1,3182","0,8937","1,7273","0,9351","1,0455","0,2132"
datum,"0,3","0,80131471","1,7","1,08093527","1,55","0,887","1,35","0,6708","1,9","1,1192","1,1","0,3078"
dauer,"-0,85","1,03998988","1,5","0,82717019","2,35","1,268","1,25","0,6387","1,6","0,6806","1,15","0,3663"
daumen,"0,45","0,51041779","1,4091","0,85407097","1,1818","0,5885","1,1364","0,4676","1,0909","0,4264","1,1818","0,5011"
debatte,"-0,9117647","1,19005085","1,4","0,59824304","1,95","0,887","1,05","0,2236","1,2","0,4104","1,15","0,3663"
decke,"1,36","1,33","3,1","1,33377186","1,5",1,"1,5","0,8885","1,6","0,9403","1,2","0,5231"
deckel,"-0,09","0,81","1,4091","0,85407097","1,1364","0,4676","1,0909","0,4264","1,0909","0,4264","1,1364","0,4676"
defizit,-2,"0,81649658","1,2","0,89442719","2,8","1,1965","1,6","0,8208","2,15","1,1367","1,2","0,5231"
delikt,"-1,6","0,50262469","1,087","0,28810407","2,087","1,4114","1,5217","0,898","1,8696","1,2175","1,3913","0,9409"
delle,"-0,9","1,02083557","1,4","0,88257995","3,15","1,2258","1,45","0,6048","1,6","0,6806","1,55","1,099"
demokrat,"0,23529412","1,28059701","2,15","1,08942283","1,4","0,6806",1,0,"1,1","0,3078","1,05","0,2236"
demut,"-0,9","1,41048704","1,8","1,32188064","2,1","1,3338","2,2","1,0563","1,6","0,8208","1,5","1,0513"
denker,"1,8","0,89442719","2,1818","1,18065211","1,4091","0,7341","1,3182","0,7799","1,3636","0,658","1,1364","0,4676"
dessert,"1,6","0,6992059","3,75","1,33278497","1,25","0,5501",1,0,"1,1","0,4472","1,05","0,2236"
detail,"0,2","0,63245553","1,9167","1,24818709","1,2917","0,6903","1,0833","0,4082","1,2083","0,509","1,0833","0,4082"
deutung,"0,5","0,70710678","1,8","1,1050125","1,2","0,6156","1,3","0,5712","1,35","0,7452",1,0
diagnose,"-0,7","0,9486833","1,2","0,52314836","1,5","0,6882","1,8","1,0052","2,85","1,0894","1,1","0,4472"
dialekt,"0,4","0,84327404","1,85","1,18210339","1,25","0,7164",1,0,"1,1","0,4472","1,3","0,5712"
diamant,"1,7","0,67494856","3,5","1,4327008","1,1","0,3078",1,0,"1,05","0,2236","1,05","0,2236"
dichter,"1,58823529","1,04787366","2,85","1,34848843","1,15","0,3663","1,4","0,6806","1,15","0,4894",1,0
dieb,"-1,8","0,91893658","1,2","0,89442719","3,5","1,5044",2,"1,2566","2,95","1,1459","1,7","1,0311"
diele,"0,4","0,68055705","1,5238","0,8135753","1,4286","0,7464","1,3333","0,7958","1,2381","0,4364","1,381","0,9207"
diener,"-0,5","1,35724179","1,8095","1,20909254","1,7619","1,0443","1,4762","0,7496","1,2381","0,539","1,1905","0,5118"
dienst,"-0,7647059","1,20752247","1,1818","0,58848989","1,7727","0,9223","1,4091","0,8541","1,3182","0,7162","1,3182","0,7799"
diktatur,"-2,5","0,84983659",1,0,"3,8","1,1517",2,"0,9733","2,95","1,4318","1,7","1,1743"
dilemma,"-1,8","0,91893658","1,05","0,2236068","2,25","1,1642","2,1","1,1653","2,35","1,3089","1,1","0,3078"
ding,"-0,0294118","0,67353856","1,75","1,44641117","1,5","0,8885","1,15","0,4894","1,25","0,6387","1,35","0,6708"
diplom,"1,8","0,91893658","2,8571","1,68183573","1,381","0,669",1,0,"1,7143","1,3093",1,0
diplomat,"0,9","1,197219","1,6","0,94032469","1,4","0,8208",1,0,"1,05","0,2236",1,0
dirne,-1,"1,21395396","2,2","1,54238366","1,85","1,0894","1,5","0,6882","1,15","0,4894","2,05","1,0501"
distel,"-0,55","1,43178211","1,7917","1,44400309","1,6667","1,0072","1,2083","0,7211","1,4583","0,9771","1,5417","0,9771"
dogge,"-0,95","1,39453822","2,1429","1,38873015","1,8571","1,2364","1,4286","0,9783","2,0476","1,322","2,1905","1,4359"
doktor,"0,8","0,95145318","1,5217","0,8458221","1,6957","1,0632","1,3043","0,635","2,5217","1,5336","1,2174","0,4217"
dokument,"0,6","0,84327404","1,45","0,75915465","1,4","0,8208",1,0,"1,2","0,5231",1,0
dolch,"-1,3","1,05934991","1,9","1,4832397","2,5","1,2354","1,7","1,0311","3,3","1,3018","1,7","1,1286"
dominanz,"-0,6","1,17378779","1,65","0,933302","2,4","1,0954","1,15","0,3663","1,95","1,0501","1,3","0,7327"
donner,"-0,2","1,54238366","2,2727","1,4534628","1,4091","0,9081","1,1818","0,5011","2,3636","1,2553",1,0
dose,"-0,18","1,05","1,7273","1,24142078","1,2727","0,7025","1,1818","0,8528","1,1364","0,3513","1,5","0,8018"
dosis,"-0,7","1,1742859","1,3","0,7326951","1,7","0,9787","1,5","0,8272","2,25","1,118","1,7","0,9234"
dozent,"0,1","0,73786479","1,5238","0,87287156","1,8095","1,0305","1,0952","0,3008","1,2857","0,4629","1,381","0,9735"
drache,"0,4","1,46539019","2,6957","1,55021355","1,4783","1,1627","1,0435","0,2085","1,4348","0,8435","1,087","0,417"
drama,"0,1","1,55258698","1,9524","1,32197543","2,7143","1,4541","2,7143","1,5538","2,381","1,322","1,8095","1,2091"
dreck,"-1,5","0,52704628","1,4762","1,07791686","2,2381","1,1792","1,4286","0,6761","1,4286","0,6761","2,4762","1,167"
droge,"-1,25","1,80277564","1,85","1,26802789","2,45","1,3563","1,75","1,118","2,65","1,3485","2,5","1,3955"
drohung,"-2,1","0,56764621","1,2","0,89442719","3,15","1,3089","1,65","1,1367","3,25","1,3328","1,05","0,2236"
druck,"-1,5882353","1,04787366","1,4","0,82078268","3,05","1,2763","1,45","0,6863","2,6","1,2732","1,6","1,0954"
duell,"-0,5","1,35724179","2,5238","1,72101852","2,3333","1,2383","1,4286","0,8106","2,4286","1,165","1,1429","0,3586"
duft,"1,7","0,67494856","3,7619","1,2208506","1,0952","0,3008","1,1905","0,4024","1,0476","0,2182","1,2381","0,4364"
dummheit,"-1,9","0,87559504","1,05","0,2236068","3,15","1,2258","1,25","0,5501","1,4","0,6806","1,35","0,9881"
durst,"-1,1","0,73786479","1,45","0,88704121","2,35","1,2258","1,45","0,9445","2,25","1,2513","1,65","1,04"
dusche,"1,7","0,86450473","3,1364","1,32000918","1,0909","0,2942",1,0,"1,1364","0,4676","1,2273","0,8691"
echse,"0,3","1,08093527","2,1","1,02083557","1,55","1,0501","1,2","0,6959","1,55","0,6048","2,25","1,2085"
effekt,"0,4","1,17378779","1,9565","1,14726001","1,2174","0,5184","1,087","0,417","1,3043","0,7648","1,087","0,2881"
egoismus,"-1,1","1,37032032",1,0,"3,85","1,2258","1,3","0,4702","1,3","0,4702","1,5",1
ehre,"0,91176471","1,62121629","2,6818","1,21052384","2,2273","1,1925","1,3182","0,8937","2,0455","1,2141","1,5909","1,098"
ehrgeiz,"1,5","1,1785113",3,"1,1697953","1,5","0,8272","1,05","0,2236","1,55","0,9445","1,3","0,9234"
ehrung,"1,15","1,22581874","3,2174","1,34693328","1,3043","0,7648","1,0435","0,2085","1,0435","0,2085","1,087","0,2881"
eiche,"1,45","1,09904265","2,7","1,26074331","1,3","0,8013","1,65","0,9881","1,35","0,7452","1,15","0,3663"
eidechse,"0,32","1,46","2,55","1,23437604","1,05","0,2236","1,05","0,2236","1,1","0,3078","1,85","1,0894"
eifel,"0,6","1,09544512","2,2","1,05630936","1,35","0,8127","1,35","0,8127","1,2","0,4104","1,25","0,7164"
eifer,"0,8","1,23969436","2,5714","1,12122382","1,7143","1,0071","1,619","1,0713","1,7619","0,9437","1,5238","1,1233"
eigelb,"0,8","0,83350875","1,8333","1,34056013","1,125","0,4484","1,0417","0,2041",1,0,2,"1,1034"
eigenart,"0,3","0,9486833","1,5","0,6882472","1,5","0,8272","1,05","0,2236","1,2","0,4104","1,15","0,4894"
eigentum,"1,2","0,78881064","2,5","1,35724179","1,6","1,0954","1,1","0,3078","1,2","0,5231","1,2","0,6156"
eimer,"0,1","0,71818485","1,4091","0,85407097","1,5","0,9636","1,4091","0,9591","1,4091","0,8541","2,0455","1,3266"
eindruck,"0,4","0,6992059","1,8","0,89442719","1,1","0,3078",1,0,"1,2","0,5231",1,0
einfall,"1,5","0,84983659","3,4","1,27320565","1,15","0,3663","1,05","0,2236","1,05","0,2236",1,0
einfalt,"-1,2","0,42163702","1,4","0,94032469","2,3","1,2183","1,35","0,6708","1,2","0,5231","1,05","0,2236"
einheit,"1,17647059","1,44538111","2,75","1,48235233","1,15","0,3663","1,15","0,3663","1,15","0,3663",1,0
einigung,"1,5","0,97182532","3,1","1,16528741","1,1","0,3078",1,0,"1,15","0,4894",1,0
einklang,"1,9","0,73786479","3,3","1,30182059",1,0,"1,1","0,3078",1,0,1,0
einnahme,"0,4","1,0749677",2,"1,12390297","1,3","0,5712","1,05","0,2236","1,2","0,4104","1,2","0,8944"
einsatz,1,"0,94280904","1,65","1,08942283","1,15","0,4894","1,05","0,2236","1,3","0,6569","1,1","0,4472"
einsicht,"1,09090909","1,15552035","2,5","0,9459053","1,3","0,6569","1,3","0,6569","1,35","0,6708",1,0
einsturz,"-1,7","0,8232726",1,0,"2,25","1,2085","2,2","1,3992","3,1","1,2096","1,2","0,6156"
eintritt,"0,3","0,48304589","1,6","0,82078268","1,3","0,5712","1,05","0,2236","1,15","0,4894",1,0
ekel,-2,"0,67","1,25","0,91046547","1,95","1,191","1,4","0,9403","1,9","1,0712","3,8","1,3611"
ekstase,2,"0,94280904","3,15","1,56524758","1,05","0,2236",1,0,"1,25","0,6387","1,2","0,5231"
elch,1,"1,48",3,"1,34164079","1,2857","0,5606","1,4286","0,9258","1,7143","1,1464","1,2857","0,6437"
elefant,"1,32","1,39","3,2","1,47255596","1,15","0,4894","1,25","0,5501","1,2","0,4104","1,25","0,5501"
embargo,"-1,7","0,67494856","1,35","1,08942283","2,1","1,2524","1,25","0,9105","1,7","1,1286",1,0
emotion,"0,7","1,41813649","2,85","1,38696943","1,85","1,1821",2,"1,1698","1,95","1,3945","1,6","1,2732"
ende,"-0,6","1,26491106","1,7619","1,04425868","1,7619","1,0911","2,8095","1,3645","2,4286","1,399","1,0952","0,3008"
endziel,"0,6","1,26491106","2,15","1,46089374","1,6","1,0954","1,65","1,1367","1,65","1,1367","1,5","1,2773"
energie,"2,1","0,99442893","3,4","1,31389337","1,2","0,4104","1,05","0,2236","1,1","0,3078",1,0
engel,"2,15","1,26802789","3,05","1,35627198","1,3","0,5712","1,85","1,0894","1,45","0,9445","1,05","0,2236"
enkel,"1,25","0,91046547","2,7727","1,37777661","1,1818","0,3948","1,5","0,9636","1,5909","1,0538","1,2727","0,8827"
ente,"0,91","1,41","3,1364","1,4895015","1,0455","0,2132","1,2273","0,6853","1,2727","0,7673","1,1364","0,3513"
entwurf,"0,6","0,51639778","2,3","1,45457536","1,3","0,4702","1,1","0,3078","1,25","0,5501",1,0
entzug,"-1,7","1,26074331","1,087","0,28810407","2,087","1,1246","1,6957","1,0196","2,3043","1,259","1,9565","1,1069"
erbe,"1,1","0,87559504","2,2","1,15165784","1,8","1,105","2,8","1,4726","2,6","1,3917","1,5","0,9459"
erbin,"0,8","1,15165784","2,45","1,27630222","1,75","1,118","2,6","1,3139","1,8","1,3992","1,55","0,9445"
erbse,"0,6","1,09544512","2,0952","1,2208506","1,4286","0,9783","1,381","0,9207","1,1905","0,4024","1,7619","1,1792"
erdbeben,"-1,7","0,67494856",1,0,"2,25","1,2927","2,8","1,3992","3,45","1,3563","1,15","0,6708"
erdbeere,"2,5","0,91","3,6","1,23117402",1,0,1,0,1,0,"1,15","0,4894"
erde,"1,9","0,99442893","3,4286","1,4687215","1,619","1,117","1,4762","1,0779","2,0952","1,3002","1,4762","1,0305"
erfinder,"1,3","0,9486833","3,1","1,11921025","1,05","0,2236",1,0,"1,15","0,3663",1,0
erfolg,"2,1","0,64072328","3,7826","1,50624523","1,1304","0,3444",1,0,"1,4348","0,7278",1,0
ergebnis,"0,73529412","0,96322764","2,2","1,28144655","1,2","0,4104","1,1","0,3078","1,7","0,9234",1,0
erholung,"2,3","0,67494856","4,0476","1,16086995","1,0476","0,2182","1,1905","0,5118",1,0,1,0
erlebnis,"1,3","0,9486833","3,2","1,1050125","1,15","0,3663","1,1","0,3078","1,65","0,8127",1,0
ernte,"1,2","1,05630936","2,9048","1,26114083","1,5238","0,8136","1,3333","0,5774","1,4286","0,6761","1,1905","0,5118"
erotik,"2,3","0,48304589",3,"1,5430335","1,1818","0,5011",1,0,"1,1364","0,3513","1,8182","1,3323"
erreger,"-1,2","0,42163702","1,35","0,98808693","1,85","0,9881","1,65","1,04","2,7","1,4179","2,6","1,4654"
ertrag,"1,5","1,05131497","2,5","1,50396302","1,3636","0,9535","1,1364","0,4676","1,2273","0,5284","1,1364","0,4676"
erwerb,"1,05","0,99868334","2,4348","1,34252432","1,2174","0,5184","1,087","0,417","1,2609","0,5408","1,087","0,2881"
erzeuger,"0,8","1,47572957","1,4","0,75393703","1,5","0,8885","1,1","0,3078","1,15","0,4894","1,55","1,1459"
erzfeind,"-2,5","0,52704628","1,1","0,30779351","3,45","1,2763","1,45","0,6863","2,15","1,1367","1,3","0,7327"
esel,"1,05","1,68","3,1818","1,29601454","1,2273","0,4289","1,4091","0,9591","1,4091","0,9081","1,3636","0,7267"
essig,"-0,25","1,01954582","1,3","0,7326951","1,5","0,8272",1,0,"1,05","0,2236","2,8","1,3611"
ethik,"0,9","1,07115285","2,05","1,09904265","1,75","0,9665","1,4","0,9947","1,3","0,5712","1,45","1,099"
eule,"0,64","1,56",3,"1,52177182",1,0,"1,6","0,8826","1,65","0,9881","1,15","0,4894"
euphorie,"1,4","1,26491106","3,7","1,12857619","1,15","0,3663",1,0,"1,1","0,4472","1,05","0,2236"
euter,"-0,25","1,01954582","2,1","1,4832397","1,2","0,5231","1,1","0,3078","1,1","0,4472","2,5","1,3179"
ewigkeit,"1,5","1,3540064","2,45","1,35627198","1,1","0,3078","1,35","0,7452","2,05","0,9445",1,0
existenz,"1,6","1,34989712","1,9","1,11921025","1,25","0,4443","1,15","0,3663","1,55","0,7592",1,0
fabel,"1,45","0,88704121","3,05","1,27630222","1,25","0,5501","1,35","0,6708","1,3","0,6569","1,2","0,5231"
