WORD,Val,Val_sd,joy,joy_sd,anger,anger_sd,sadness,sadness_sd,fear,fear_sd,disgust,disgust_sd
liter,"0,5","0,88852332","1,7083","1,23285341","1,1667","0,8165","1,1667","0,8165","1,1667","0,8165","1,25","0,847"
lizenz,"0,2","1,03279556","1,5714","0,87013956","1,3333","0,6583",1,0,"1,1429","0,4781",1,0
lobby,"0,2","0,91893658","2,2174","1,53612623","1,9565","1,2239","1,2174","0,8505","1,3043","0,8757","1,3043","0,9261"
loblied,2,"0,66666667","2,35","1,08942283","1,4","0,8208","1,1","0,3078","1,1","0,3078","1,2","0,4104"
loch,"-0,9","0,73786479","1,5","0,96362411","1,6818","0,8387","1,8182","1,1807","2,5455","1,5032","1,7727","1,0204"
locher,"-0,14","0,71","1,3182","0,77988788","1,2727","0,6311","1,0455","0,2132","1,1364","0,4676",1,0
lÃ¶ffel,"0,59","0,96","1,7727","1,19250909",1,0,1,0,1,0,"1,0909","0,2942"
logik,"1,15","1,03998988","3,087","1,41141591","1,6522","0,9821","1,1739","0,8341","1,3478","0,9346","1,2174","0,8505"
lohn,"1,5","0,70710678","3,3","1,45457536","2,05","1,2344","1,3","0,7327","1,65","1,04","1,3","0,6569"
lorbeer,"1,4","0,6992059","2,619","1,35927151","1,1429","0,4781",1,0,1,0,1,0
losung,0,"0,47140452","1,4545","0,73854895","1,4545","1,101","1,1364","0,4676","1,3636","0,7895","1,1364","0,4676"
lÃ¶sung,"1,52941176","0,89562215","3,1905","1,32736761","1,0476","0,2182","1,0952","0,3008","1,1905","0,5118","1,0952","0,4364"
lotse,"0,65","0,74515982","1,4286","1,02817453","1,1905","0,8729","1,1905","0,8729","1,2857","0,9562","1,1905","0,8729"
lotterie,"0,4","0,84327404","2,15","1,18210339","1,55","0,8256","1,25","0,7164","1,15","0,3663","1,05","0,2236"
lotto,"0,25","1,68194749","2,2727","1,31590339","2,6818","1,3588","1,4545","1,1843","1,3182","0,8937","1,3636","1,0022"
lotus,"1,45","1,05006265","2,875","1,512628","1,2083","0,833","1,3333","0,9631","1,2083","0,833","1,3333","1,0072"
lÃ¶we,"0,36","1,81","2,9091","1,41114917","1,3182","0,6463","1,2727","0,7673","2,4545","1,4712","1,2273","0,4289"
luder,"-1,1","1,37266548","1,9565","1,29608715","2,4783","1,41","1,4783","0,9472","1,4348","1,0369","2,087","1,5348"
luft,"2,2","0,78881064","3,5238","1,20909254","1,5238","1,1233","1,4286","0,9783","1,5714","1,0757","1,2857","0,9024"
luftloch,"-0,6","1,17378779","1,1","0,30779351","1,4","0,8826","1,05","0,2236","1,95","1,1459","1,3","0,8013"
luftraum,"0,6","0,84327404","1,7","1,1742859",1,0,1,0,"1,45","0,887","1,05","0,2236"
lÃ¼ge,"-2,1176471","0,72883077","1,2174","0,85048231","3,8696","1,2175",3,"1,4142","2,913","1,3455","1,9565","1,4295"
lump,"-1,4","0,6992059","1,7","1,21828179","1,8","1,0563","1,15","0,4894","1,35","0,6708",2,"1,4142"
lunge,"0,3","0,9486833","1,4783","0,99405347","1,3913","0,9881","1,6522","1,4016","1,9565","1,2961","1,8696","1,3586"
lupe,0,0,"1,8636","1,24577207",1,0,"1,1818","0,8528","1,1364","0,6396","1,0455","0,2132"
lust,"2,1","0,87559504","3,65","1,30887658","1,7","0,9234","1,4","0,7539","1,65","0,9881","1,75","1,0699"
lutscher,"1,14","1,39","2,8","1,32188064","1,05","0,2236",1,0,1,0,"1,35","0,5871"
luxus,"1,7","0,67494856","3,5","1,43924583","1,9091","1,1509","1,4091","0,9591","1,5455","1,1434","1,3182","0,8937"
lyrik,"0,7","0,67494856","3,3182","1,61500003","1,4545","1,0108","1,8636","0,9902","1,2727","0,8827","1,2273","0,8691"
macher,"1,1","1,28668394","1,5","0,82717019","1,5","0,7609",1,0,"1,15","0,3663","1,1","0,4472"
macht,"0,1","1,37032032","2,4783","1,59172763","3,1304","1,29","1,7826","1,3469","2,6957","1,363",2,"1,5374"
mÃ¤dchen,"1,32352941","1,31933381","2,9048","1,04425868",1,0,1,0,"1,0952","0,3008",1,0
madeira,"1,4","1,17378779","3,0952","1,67047185","1,0476","0,2182",1,0,1,0,1,0
madonna,1,"1,33333333","2,1429","1,27615494","1,2857","0,7838","1,2381","0,8891","1,0952","0,3008","1,0476","0,2182"
mafia,"-1,8","1,13529242","1,5833","1,24818709","2,8333","1,3077","1,875","1,0347",3,"1,5036","1,8333","1,1293"
magazin,"0,5","0,70710678","1,8571","1,15263673","1,0476","0,2182","1,0476","0,2182",1,0,"1,1905","0,8729"
magd,"-0,3","0,48304589","1,9545","1,29015587","1,9545","1,2141","1,8636","1,2069","1,6364","1,2553","1,2273","0,6119"
magen,"0,5","0,70710678","1,4545","1,05682691","1,5","1,0118","1,4091","0,7964","1,7727","1,1098","2,0455","1,2527"
magie,"0,75","1,61815359","3,6","1,15470054","1,6","1,0801","1,44","1,0033","1,92","1,1874","1,28","0,8907"
magier,1,"1,05409255","2,3636","1,21676599","1,2273","0,8691","1,0455","0,2132","1,5909","0,9591","1,0455","0,2132"
magma,0,"0,94280904","1,7826","1,20440561","1,4348","1,0369","1,4348","0,9921","1,8261","0,9841","1,3478","0,9346"
magnet,"0,6","0,6992059","1,7273","0,93512506","1,0455","0,2132",1,0,"1,0909","0,2942",1,0
mahl,"1,1","0,87559504","2,6","1,09544512","1,4","0,9403","1,5","0,9459","1,2","0,5231","1,2","0,5231"
mahlzeit,"1,4","1,0749677","2,95","1,14593102","1,05","0,2236","1,05","0,2236","1,15","0,4894","1,05","0,2236"
mahnmal,-1,"0,94280904","1,0476","0,21821789","1,7143","1,0071","2,6667","1,278","1,7143","0,9562","1,2857","0,9024"
mahnung,"-1,4","0,84327404","1,05","0,2236068","3,4","1,0954","1,3","0,4702","2,2","1,1517","1,05","0,2236"
maibaum,"0,8","1,03279556","3,2857","1,27054544",1,0,"1,0476","0,2182",1,0,1,0
mais,"0,9","0,87559504","2,8","1,47255596","1,05","0,2236",1,0,"1,1","0,4472","1,3","0,6569"
makel,"-1,5","0,70710678","1,3182","0,8937009",2,"1,3452","1,8636","1,2834","1,9545","1,2902","1,7273","1,3516"
makler,"-0,4","0,51639778","1,2857","0,78376381","2,3333","1,278","1,1429","0,6547","1,0952","0,3008","1,2381","0,7684"
malaria,"-2,1","0,73786479","1,05","0,2236068","2,1","0,9119","2,15","1,0894","3,25","1,3717","2,7","1,6255"
maler,"1,4","0,99472292","2,5652","1,53226176","1,3478","0,9346","1,3043","0,8757","1,2174","0,8505","1,2174","0,8505"
malerei,1,"0,66666667","3,4762","1,20909254","1,0476","0,2182","1,2857","0,7838",1,0,1,0
mama,"2,3","1,05934991","4,2381","0,94365046","1,7143","0,7838","1,5238","0,8729","1,619","1,0713","1,0476","0,2182"
manager,"0,7","0,8232726","1,4286","0,87013956",2,"1,0488",1,0,"1,2381","0,6249","1,3333","0,7958"
manege,"0,6","0,84327404","2,3636","1,09307145","1,1364","0,3513","1,1364","0,3513","1,1818","0,3948","1,0909","0,2942"
mangel,"-1,9","0,56764621",1,0,"2,5455","1,3355","1,6818","1,0861","2,0909","1,0193","1,0455","0,2132"
mango,"1,71","1,62","3,2609","1,54382616","1,2609","0,9154","1,2174","0,7359","1,2609","0,9154","1,4348","0,9451"
manie,"-1,25","0,96654567","1,3913","1,15754954","1,7826","1,0426","1,5652","1,0369","2,2609","1,3888","1,4783","0,9472"
manko,"-1,05","1,09904265","1,4091","0,95912117",2,"1,3452","1,6818","1,1705",2,"1,3093","1,5909","1,1406"
mann,"1,2","1,03279556","2,6667","1,2780193","1,9048","0,8891","1,4762","0,8136","1,8095","0,8136","1,381","0,5896"
mantel,"1,05","1,21","2,2857","1,30930734","1,0952","0,3008",1,0,1,0,"1,0476","0,2182"
mappe,"0,3","0,65694669","1,7917","1,02062073","1,4167","1,018","1,25","0,847","1,4583","1,0624","1,2083","0,833"
marke,"0,05","0,94451324","1,75","1,11316236","2,1667","1,3726","1,5","1,1795","1,3333","0,9168","1,4583","1,1025"
markt,"0,8","0,78881064","2,7391","1,54382616","1,6087","1,1176","1,3043","1,0196","1,2609","0,8643","1,3913","0,8913"
marotte,"-0,7","0,8232726","1,3333","0,73029674","1,9048","0,8891","1,2857","0,5606","1,3333","0,7303","1,2381","0,6249"
marter,"-2,1","0,91190951","1,1905","0,87287156","2,2857","1,3093","1,9048","1,0911","2,2857","1,3093",2,"1,5166"
marxist,"-0,9","0,87559504","1,4286","0,97833678","1,5714","0,9258","1,0952","0,3008","1,1905","0,4024","1,2381","0,8891"
masche,"-0,85","0,87509398","1,0952","0,3007926","1,5714","0,9258",1,0,"1,0952","0,4364","1,0952","0,4364"
maske,"-0,1","1,29370948","2,0435","1,46095426","1,8696","1,1795","1,6087","0,9409","2,087","1,3788","1,5652","1,0798"
massage,"2,2","0,63245553","3,8","1,23969436",1,0,1,0,1,0,"1,2","0,8944"
massaker,"-2,8","0,42163702","1,1905","0,87287156","3,4762","1,3274","3,1429","1,4243","3,5238","1,4359","2,2857","1,5538"
masse,"-0,8","0,95145318",2,"1,48002574","2,1818","1,2587","1,6364","1,2553","1,9545","1,3266","1,6818","1,1291"
maßnahme,"-0,5294118","1,05127035","1,15","0,48936048","1,85","1,1821","1,1","0,3078","1,55","0,8256","1,2","0,6959"
matratze,"1,2","1,03279556","2,25","1,11803399","1,05","0,2236","1,05","0,2236",1,0,"1,5","0,8272"
matte,"0,15","0,8127277","1,7826","1,31275289","1,2609","0,8643","1,2609","0,8643","1,3478","0,9346","1,4783","1,0816"
mauer,"-0,5","0,88852332","1,875","1,5411035","2,6667","1,4039","2,0417","1,459",2,"1,4142","1,375","1,0135"
maul,"-1,1","0,99442893","1,1739","0,38755339","2,087","1,2028","1,1304","0,3444","1,7826","1,1661","2,4348","1,376"
maulkorb,"-1,5","0,70710678","1,1","0,30779351","2,2","1,1517","1,35","0,5871","1,55","0,8256","1,3","0,6569"
maus,0,"2,05","2,7619","1,30018314","1,4762","1,0305","1,1905","0,4024","1,4762","0,6796","1,8571","1,1526"
maximum,1,"1,41421356","2,3333","1,15470054","1,2857","0,4629",1,0,"1,1905","0,6016","1,0952","0,4364"
mechanik,"0,3","0,9486833","1,4762","0,67963576","1,381","0,669","1,0476","0,2182","1,1429","0,4781","1,0476","0,2182"
medaille,"1,6","0,96609178","2,95","1,23437604","1,1","0,3078","1,1","0,3078",1,0,"1,1","0,4472"
medizin,"1,4","0,84327404","2,2381","1,30018314","1,619","1,1609","1,3333","0,8563","1,8095","0,8729","1,4762","0,9808"
meer,"1,8","1,03279556","4,4","0,99472292","1,1","0,4472","1,6","0,7539","2,4","1,1877","1,3","0,8013"
mehrheit,"0,5","0,52704628","2,4286","1,32557265","1,4286","0,7464","1,0952","0,4364","1,2381","0,539","1,0476","0,2182"
meineid,"-1,8","0,63245553","1,3333","1,06458129","2,0476","1,4992","1,0952","0,3008","1,5714","0,8106","1,0476","0,2182"
meinung,"1,5","1,08012345","1,9048","0,9952267","1,5714","0,9258","1,0952","0,3008","1,2381","0,6249","1,0476","0,2182"
meise,"0,6","0,88257995","2,56","1,44568323","1,56","1,0832","1,28","0,7371","1,28","0,7371","1,28","0,8907"
meister,"1,1","1,10050493","2,619","1,35927151","1,1429","0,3586","1,0476","0,2182","1,1429","0,3586","1,1905","0,8729"
melodie,"1,7","0,8232726","3,381","1,35927151",1,0,"1,5714","1,1212","1,0476","0,2182",1,0
melodram,"-0,9","0,87559504","1,25","0,44426166","1,6","0,8208","2,3","1,5594","1,6","0,9403","1,1","0,3078"
melone,"1,82","0,91","3,3636","1,465328",1,0,1,0,1,0,"1,0455","0,2132"
menge,"-0,2","0,69585237","1,9565","1,22393779","1,5652","0,8958","1,3043","0,8757","1,4348","0,9921","1,3913","1,0762"
mensa,"-0,05","1,43178211","2,3913","1,23358791","2,0435","1,1862","1,1739","0,8341","1,4348","1,161","1,913","1,0835"
mensch,"1,6","1,0749677","2,619","1,11696869","1,619","0,8047","1,3333","0,5774","1,5714","0,8701","1,1905","0,5118"
mentor,1,"0,94280904","2,1429","1,23635409","1,1429","0,4781","1,0952","0,3008","1,0476","0,2182",1,0
mephisto,"-0,4","1,57762128","1,5714","0,97833678","1,8095","1,167","1,4286","0,8701","2,0476","1,3593","1,4286","0,8106"
merkmal,0,0,"1,381","0,97345727",1,0,1,0,"1,0952","0,3008",1,0
messer,"-0,6","1,39170475","1,0952","0,3007926","1,5714","0,8701","1,1429","0,3586","2,2857","1,2306","1,1429","0,4781"
metall,"-0,05","0,88704121","1,5455","1,14339814","1,2273","0,7516","1,0909","0,4264","1,1364","0,4676","1,0909","0,2942"
meter,"0,15","0,48936048","1,5833","1,13890362","1,25","0,847","1,2083","0,833","1,25","0,847","1,1667","0,8165"
metzger,"-0,5","1,3540064","1,05","0,2236068","1,75","0,9665","1,25","0,5501","1,65","1,1821","2,75","1,6504"
meute,"-1,25","1,1641577","1,625","1,20911394","2,0417","1,3015","1,4583","1,0624","2,625","1,3453","1,75","1,1132"
meuterei,"-1,6","0,6992059","1,0952","0,43643578","3,0952","1,2611","1,5714","0,9783","2,5238","1,2498","1,7143","1,1892"
miene,"0,55","0,75915465","1,8261","1,33662308","1,7826","1,1661","1,7391","1,1762","1,9565","1,2239","1,5652","1,161"
miete,"-1,35","1,08942283","1,3043","0,926125","2,8696","1,3586","1,6087","1,3052","1,7826","1,3469","1,2609","0,8643"
mieter,"-0,3","0,8232726","1,2857","0,71713717","1,9048","0,9952","1,0476","0,2182","1,0952","0,3008","1,0476","0,2182"
mietzins,"-1,2","0,91893658","1,0476","0,21821789","2,7143","1,488","1,0952","0,3008","1,4762","0,9284","1,1905","0,5118"
mikado,"0,82","1,18","2,5455","1,43849368",1,0,1,0,"1,0909","0,2942",1,0
mikrofon,"0,59","1,14","1,9048","1,26114083","1,0952","0,4364","1,0952","0,4364","1,5714","0,8106","1,0476","0,2182"
milch,"1,5","1,08012345","2,9091","1,41114917","1,2727","0,8827","1,3636","1,0486","1,2727","0,8827","1,6364","1,1358"
milchbar,"1,1","0,99442893","2,5238","1,36451631","1,0476","0,2182","1,2381","0,8891","1,0476","0,2182","1,1429","0,4781"
milieu,"-0,8","0,63245553","1,0909","0,29424494","1,7273","1,1205","1,3182","0,6463","1,5455","0,8579","1,6818","0,8937"
miliz,"-1,95","1,09904265","1,4762","1,07791686","2,1429","1,3148","1,7143","1,2705","2,381","1,5322","1,9524","1,4992"
million,"1,5","1,08012345","2,8571","1,49284005","1,381","0,669","1,0476","0,2182","1,0952","0,3008",1,0
mimik,"0,75","0,91046547","2,5","1,37147817","1,6364","0,8477","1,8182","1,296","1,6364","1,177","1,4091","0,7964"
mimose,"-1,5","0,97182532","1,6364","1,17697977","2,2273","1,4452","1,3182","0,7799","1,2273","0,6853","1,1818","0,5011"
mine,"-0,7","1,05934991","1,1364","0,35125009","2,4091","1,469","2,2727","1,5791","2,7273","1,6383","1,5909","1,0075"
minigolf,"0,4","1,26491106","2,6364","1,29266998","1,0909","0,4264","1,0455","0,2132","1,0909","0,4264",1,0
minimum,"-0,6","0,96609178","1,2381","0,53895843","1,3333","0,7303",1,0,"1,1905","0,4024","1,1429","0,6547"
minirock,"1,2","0,91893658","2,4286","1,39897922","1,1905","0,4024","1,1429","0,4781","1,1905","0,6796","1,1429","0,3586"
minister,"-0,1","0,87559504","1,1429","0,47809144","1,8095","1,4359","1,1429","0,3586","1,0952","0,3008","1,3333","0,7303"
minus,-1,"0,67","1,5217","1,23838477","2,1739","1,3022","1,5217","0,9941","1,7391","1,2511","1,3478","0,9821"
minute,"0,02941176","0,86987614","1,2857","0,71713717","1,2381","0,6249","1,0952","0,3008","1,1905","0,4024",1,0
mirakel,"0,6","1,0749677","2,7143","1,34695424","1,0476","0,2182","1,0952","0,3008","1,3333","0,7303","1,1905","0,8729"
mischehe,"-0,5","1,1785113","1,4762","0,67963576","1,2381","0,539","1,2381","0,7003","1,3333","0,8563","1,2857","0,6437"
missetat,"-2,2","0,78881064","1,2381","0,88908728","2,5714","1,0282","1,7143","1,0071","2,1905","1,2498","1,2381","0,4364"
mission,"0,9","0,56764621",2,"1,14017543","1,4286","0,9258","1,0952","0,3008","1,3333","0,483","1,3333","0,9661"
mist,"-1,5","0,97182532","1,1818","0,50108108","1,9091","1,4111","1,2273","0,6853","1,3182","0,5679","2,9545","1,6469"
mitgift,"0,6","1,0749677","1,9","1,11921025","1,3","0,6569","1,1","0,3078","1,15","0,3663","1,35","0,9333"
mitglied,0,0,"2,1905","1,16700675","1,2381","0,539","1,1429","0,4781","1,2381","0,6249","1,0476","0,2182"
mitleid,0,"1,63299316","1,5238","1,07791686","1,4762","0,8729","2,5238","1,167","1,5238","0,6796","1,0476","0,2182"
mittag,"1,2","0,83350875","2,5238","1,32736761","1,0476","0,2182",1,0,"1,0476","0,2182",1,0
mitte,"0,75","0,96654567","1,8095","1,36451631","1,2381","0,8891","1,2381","0,8891","1,2857","0,9024","1,2857","0,9562"
mittel,"0,08823529","0,99598123","1,2381","0,53895843","1,1905","0,5118","1,0476","0,2182","1,1905","0,5118",1,0
mode,"0,7","0,48304589","2,3333","1,23827837","2,0952","1,3381","1,5714","1,0282","1,5714","1,2071","1,8571","1,4243"
moder,"-1,5","0,52704628","1,1739","0,83405766","1,6522","1,2288","1,6957","1,2223",2,"1,446","3,1739","1,435"
mohn,"0,3","0,48304589",3,"1,51185789","1,2727","0,7025","1,3182","0,6463","1,3182","0,7162","1,3636","0,7895"
mohr,"0,4","0,6992059","1,5","1,05131497","2,05","1,5035","1,65","1,04","1,65","1,2258","1,75","1,3717"
mÃ¶hre,"0,91","1,41","2,5417","1,50301629","1,375","1,1349","1,2083","0,833","1,2083","0,833","1,5417","1,3507"
mokka,"1,1","1,20961064","2,75","1,51083047","1,1667","0,637","1,2083","0,7211","1,1667","0,8165","1,4583","0,9315"
molch,"-0,2","0,78881064","1,625","1,20911394","1,4583","1,0624","1,2917","0,9079","1,7083","1,2676","2,8333","1,5511"
moll,"-0,2","1,31656118","1,85","1,18210339","1,2","0,5231","2,2","1,1965","1,35","0,6708","1,25","0,9105"
monarch,"-0,4","1,17378779","1,3333","0,91287093","2,3333","1,1972","1,2381","0,539","1,381","0,8047","1,1429","0,4781"
monat,"0,3","0,65694669",2,"1,25108648","1,4167","1,1765","1,4167","1,0598","1,2917","0,9079","1,3333","1,0072"
mond,"1,3","0,8232726","3,6364","1,25529183","1,4091","1,0538","1,7727","1,1098","1,5","0,8018",1,0
monolog,"-0,7","1,15950181","1,55","1,05006265","1,7","0,9787","1,15","0,4894",1,0,1,0
monopol,-1,"0,47140452","1,5714","1,02817453","2,1429","1,3148","1,0476","0,2182","1,2857","0,5606","1,1429","0,4781"
monstrum,"-1,8","0,91893658","1,25","0,7163504","1,8","1,105","1,4","0,8826","3,15","1,3089","2,25","1,4464"
moor,"0,3","1,05934991","1,8095","1,36451631","1,2857","0,7838","1,9048","1,2611","3,0952","1,2611","2,619","1,4992"
moorbad,"0,2","0,91893658","2,1905","1,43593341","1,0476","0,2182",1,0,"1,3333","0,7958","2,2857","1,3836"
moos,"0,7","0,67494856","2,45","1,31689427","1,35","0,8127","1,3","0,9234","1,4","0,8208","1,6","1,0463"
moped,"-0,2","1,54238366","2,3182","1,35879371","2,0455","1,362","1,3182","0,9455","1,4545","1,0568","1,2273","0,8691"
moral,"-0,1","1,41048704","2,1739","1,3021721","2,3913","1,3052","1,7826","1,1661","1,7391","1,2511","1,2609","0,8643"
moralist,"-0,8","1,31656118","1,619","1,07126983","2,0952","0,9952","1,1429","0,4781","1,2381","0,6249","1,3333","0,7303"
morast,"-1,1","0,85224163","1,0952","0,3007926","1,4286","0,8701","1,2857","0,5606","1,5714","0,8701","2,4762","1,3274"
mord,"-2,8","0,42163702","1,2857","0,78376381","3,5238","1,3645","3,381","1,5322","3,4286","1,5991","2,7619","1,2209"
mordfall,"-2,4","0,84327404","1,2","0,89442719","3,05","1,1459","2,9","1,3338","3,15","1,5652","2,25","1,5517"
mordtat,"-2,9","0,31622777","1,1905","0,87287156",3,"1,3038","2,5714","1,2071","3,0476","1,244","2,1905","1,4359"
morphem,-1,"2,05480467","1,1429","0,47809144","1,1429","0,3586","1,1429","0,3586","1,1905","0,5118","1,381","1,0713"
mÃ¶rser,"-0,45","1,06","1,381","1,02353263","1,2381","0,7003",1,0,"1,0952","0,4364","1,3333","0,9661"
moskito,"-1,4","0,84327404","1,45","1,05006265","2,65","1,4965","1,05","0,2236","1,85","0,8751","3,1","1,2524"
motiv,"0,25","0,85069631",2,"1,31425748","1,5217","1,1229","1,4348","0,9921","1,4783","1,0816","1,3478","1,0273"
motor,"0,45","1,23437604","2,0455","1,3965015","1,6818","1,1705","1,4545","1,101","1,3636","0,9535","1,5","1,2247"
motorrad,"1,4","1,26491106","1,9524","1,32197543","1,5714","0,8106","1,2381","0,6249","2,1429","1,3522","1,0952","0,3008"
motte,"-1,55","0,75915465","1,28","0,9797959",2,"1,118","1,44","1,0832","2,04","1,2741","3,36","1,5242"
motto,"0,6","1,04629673","2,2273","1,19250909","1,5","1,0118","1,2727","0,9351","1,3636","0,9535","1,5","1,1019"
mÃ¶we,"-0,05","1,86","2,95","1,27630222","1,7","0,9234","1,5","0,9459","1,6","1,0954","1,95","1,3169"
mÃ¼he,"-0,1176471","1,60990694","1,85","1,22581874","2,45","1,2763","1,6","1,0463","2,1","0,9679","1,15","0,3663"
mumie,"-0,6","0,96609178","1,7826","1,31275289","1,3478","0,9346","1,4783","0,9472","2,3913","1,3396","2,6957","1,4904"
mundraub,"-1,2","0,78881064","1,0952","0,3007926","2,7619","0,9952","1,3333","0,5774","1,7143","1,0556","1,1429","0,3586"
munition,"-1,8","1,13529242","1,0476","0,21821789","2,4762","1,2498","1,5714","0,9258","2,619","1,5322","1,381","0,8646"
murmel,"1,25","0,78639752","2,4545","1,33549608","1,0909","0,4264","1,1364","0,3513",1,0,"1,2273","0,8691"
muschel,"1,55","1,14","2,9524","1,39557123",1,0,"1,1905","0,8729",1,0,"1,1429","0,4781"
musical,"1,1","1,197219",3,"1,37840488","1,0952","0,3008","1,1429","0,4781",1,0,"1,3333","1,0646"
musik,"2,4","0,50262469","4,0435","1,14726001","1,4348","1,0369","1,7391","1,2142","1,3043","0,8757","1,1739","0,8341"
musikbox,1,"1,15470054","2,9048","1,17918454","1,0476","0,2182","1,2381","0,8891","1,0476","0,2182",1,0
musiker,"1,3","0,9486833","3,2857","1,34695424","1,0952","0,4364","1,1905","0,5118",1,0,"1,0952","0,3008"
muskel,"1,05","1,05","1,8182","0,85280287","1,0455","0,2132",1,0,"1,1818","0,5011","1,2727","0,5505"
mutation,"-1,4","0,6992059","1,4","0,75393703","1,4","0,8208","1,65","1,0894","2,15","1,2258","2,5","1,5044"
mutter,"2,05","1,09904265","3,6667","1,31656118","1,3333","0,483","1,2381","0,539","1,1429","0,4781",1,0
mutti,"1,8","1,03279556","3,7826","1,27765843","1,6522","0,8847","1,6087","1,1176","1,913","1,2761","1,3913","1,1575"
mystik,"0,6","1,26491106","2,1364","1,24577207","1,1364","0,4676","1,1364","0,3513","1,8182","1,0527","1,2727","0,7025"
mythos,"0,9","1,197219","2,0909","1,30599682","1,3182","0,5679","1,3636","0,5811","1,4091","0,6661","1,0909","0,2942"
nabel,"0,6","1,31389337","1,6818","0,99457402","1,2273","0,8691","1,2273","0,8691","1,3636","1,0486","1,9545","1,4302"
nachbar,"-0,1","0,56764621","2,0476","1,4309504","1,4286","0,7464","1,0476","0,2182","1,0476","0,2182","1,0476","0,2182"
nachrede,"-1,6","0,51639778","1,0952","0,43643578","2,5714","1,2873","1,5714","0,9783","1,8095","1,0305","1,2381","0,6249"
nachruf,"-0,7","1,15950181","1,25","0,91046547","1,2","0,6156","2,65","1,4965","1,5","0,6882","1,1","0,3078"
nacht,1,"1,15470054","3,4545","1,33549608","1,3636","1,0486","1,6818","1,2492","1,9545","1,2902","1,2273","0,8691"
nachteil,"-1,3","0,9486833","1,0476","0,21821789","3,1429","1,3522","1,5714","1,0282","1,9048","1,136",1,0
nadel,"-0,55","1,05006265",2,"1,50755672","1,6957","1,2946","1,6957","1,4596","2,3913","1,4058","1,7826","1,3469"
nagel,"0,25","1,01954582","1,2727","0,70250017","1,5909","1,1406","1,3182","0,7799","1,3636","0,7895","1,5909","1,098"
nÃ¤he,2,"1,04446594",4,"0,9486833","1,4286","0,6761","1,8095","1,0779","2,1429","1,1526","1,5238","0,6796"
nahrung,"1,9","0,99442893","2,6667","1,11055542","1,1905","0,4024","1,0952","0,3008","1,1905","0,5118","1,1905","0,5118"
name,"0,58823529","0,82085126","2,1429","1,15263673","1,2857","0,7171","1,1905","0,5118","1,2857","0,5606","1,2381","0,7684"
narbe,"-1,15","0,98808693","1,3913","0,94094394","2,0435","1,2605","2,2609","1,3218","2,2609","1,5141","2,4783","1,4419"
narkose,"-1,2","0,91893658",1,0,"1,1905","0,5118","1,1429","0,3586","2,7619","1,4108","1,5238","1,0779"
narr,"-0,7","0,67494856","2,0909","1,54022543","2,3636","1,3644","1,5","1,0118","1,5","1,1019","1,4545","1,0108"
nase,"0,32","1,25","1,9048","1,30018314","1,5238","0,9284","1,2381","0,8891","1,1905","0,8729","1,8571","1,0142"
natter,"-1,15","1,08942283","1,2857","0,95618289","1,2381","0,4364","1,1429","0,3586","2,2381","1,3749","2,0476","1,1609"
natur,"2,35","0,74515982","4,0909","1,1509454","1,5909","1,098","1,8182","1,2203","1,6818","1,0861","1,2727","0,7025"
nazi,"-2,9","0,31622777","1,1739","0,83405766","4,3043","0,9261","3,1739","1,5855","3,1739","1,6418","3,4783","1,2746"
nazizeit,"-2,6","0,6992059",1,0,"4,3","1,0809","3,55","1,3945","3,2","1,5079","2,9","1,8035"
nebel,"-0,55","1,31689427","2,2083","1,3824731","1,6667","1,0072","1,625","1,0135","2,2083","1,2847","1,25","0,847"
neffe,"0,85","0,933302","2,3043","1,49041735","1,3478","0,9346","1,2174","0,8505","1,2174","0,8505","1,2609","0,9154"
negation,"-1,2","0,91893658","1,0476","0,21821789","1,8095","0,9808","1,2381","0,539","1,0952","0,3008","1,0476","0,2182"
neger,"-0,6","1,17378779","1,5","1,22474487","2,4545","1,5032","1,7273","1,1622","1,6818","1,4924","1,7273","1,4535"
negerin,"-0,6","1,26491106","1,3","0,80131471","2,1","1,4832","1,4","0,9947","1,1","0,3078","1,1","0,3078"
neid,"-1,9","0,56764621","1,2381","0,88908728","3,4286","1,399","2,4286","1,3628","2,2857","1,347","2,5714","1,5353"
neige,"-0,85","0,8127277","1,6364","1,32899728","1,5909","1,0538","1,5","1,0579","1,5","1,0118","1,1818","0,8528"
neigung,"0,4","0,6992059",2,"1,18321596","1,1905","0,5118",1,0,"1,0952","0,3008","1,1429","0,3586"
nein,"-1,6","1,26","1,619","1,35927151","3,0476","1,0235","1,9524","1,117","2,5714","1,3256","1,2857","0,4629"
nelke,"1,15","0,98808693","2,4167","1,41164926","1,2917","0,9991","1,5","1,0632","1,4583","1,0206","1,4167","1,1765"
neubau,"-0,2","1,15165784","1,6818","1,28679608","1,3182","0,7799","1,0909","0,4264","1,0455","0,2132","1,2273","0,6119"
neugier,"0,3","1,41813649","3,0952","1,26114083",1,0,"1,0476","0,2182","1,381","0,669",1,0
neurose,"-1,9","0,73786479","1,2857","0,90237781","1,8095","1,0305","1,5238","0,8729","2,2857","1,1464","1,381","0,74"
nichte,"0,45","1,31689427","2,4091","1,25959521","1,0455","0,2132","1,0455","0,2132","1,0455","0,2132",1,0
niere,"-0,4","0,99472292","1,6522","1,40158014","1,4783","1,0388","1,6522","1,1912",2,"1,1282","1,8696","1,29"
